NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;HNEIGEF;NEIGETOTX
74014004;FLAINE_SAPC;46,002833;6,697167;1611;20230101;0;1
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230102;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230103;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230104;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230105;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230106;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230107;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230108;6;4
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230109;15;18
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230110;0;19
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230111;2;18
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230112;2;19
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230113;1;19
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230114;0;22
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230115;11;31
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230116;32;59
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230117;34;82
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230118;29;105
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230119;0;99
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230120;0;85
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230121;0;76
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230122;0;70
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230123;0;65
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230124;0;62
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230125;0;60
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230126;0;58
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230127;0;56
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230128;0;54
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230129;0;54
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230130;0;54
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230131;0;53
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230201;0;52
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230202;0;52
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230203;0;52
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230204;0;52
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230205;4;52
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230206;0;52
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230207;0;50
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230208;0;50
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230209;0;49
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230210;0;50
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230211;0;49
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230212;0;49
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230213;0;48
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230214;0;46
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230215;0;45
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230216;0;43
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230217;0;42
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230218;0;40
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230219;0;39
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230220;0;37
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230221;0;35
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230222;0;33
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230223;0;32
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230224;0;31
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230225;0;29
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230226;1;28
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230227;0;27
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230228;0;28
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230301;0;28
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230302;0;28
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230303;0;28
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230304;0;28
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230305;0;28
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230306;0;28
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230307;3;28
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230308;0;34
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230309;5;27
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230310;20;43
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230311;0;47
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230312;0;42
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230313;10;39
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230314;20;47
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230315;0;53
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230316;0;49
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230317;0;43
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230318;0;37
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230319;5;36
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230320;0;37
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230321;0;34
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230322;0;32
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230323;0;30
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230324;2;24
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230325;0;20
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230326;13;25
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230327;5;38
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230328;0;36
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230329;0;32
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230330;0;24
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230331;20;24
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230401;11;32
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230402;1;32
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230403;0;24
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230404;0;23
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230405;0;22
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230406;1;21
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230407;2;27
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230408;0;22
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230409;0;21
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230410;0;16
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230411;0;13
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230412;10;14
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230413;1;17
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230414;2;16
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230415;25;36
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230416;0;34
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230417;0;22
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230418;0;18
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230419;0;16
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230420;7;20
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230421;0;20
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230422;0;15
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230423;0;7
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230424;4;2
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230425;1;4
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230426;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230427;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230428;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230429;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230430;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230501;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230502;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230503;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230504;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230505;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230506;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230507;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230508;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230509;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230510;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230511;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230512;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230513;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230514;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230515;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230516;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230517;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230518;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230519;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230520;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230521;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230522;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230523;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230524;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230525;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230526;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230527;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230528;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230529;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230530;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230531;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230601;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230602;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230603;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230604;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230605;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230606;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230607;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230608;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230609;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230610;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230611;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230612;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230613;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230614;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230615;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230616;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230617;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230618;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230619;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230620;0;0
74014004;FLAINE_SAPC;46.002833;6.697167;1611;20230621;0;0
